admin_user_email,,english_phrase,arabic_phrase,french_phrase
,,E339,مضاف غذائي E339,E339
,,E340,مضاف غذائي E340,E340
,,E341,مضاف غذائي E341,E341
,,E343,مضاف غذائي E343,E343
,,E350,مضاف غذائي E350,E350
,,E351,مضاف غذائي E351,E351
,,E352,مضاف غذائي E352,E352
,,E353,مضاف غذائي E353,E353
,,E354,مضاف غذائي E354,E354
,,E355,مضاف غذائي E355,E355
,,E356,مضاف غذائي E356,E356
,,E357,مضاف غذائي E357,E357
,,E363,مضاف غذائي E363,E363
,,E380,مضاف غذائي E380,E380
,,E385,مضاف غذائي E385,E385
,,E392,مضاف غذائي E392,E392
,,E400,مضاف غذائي E400,E400
,,E401,مضاف غذائي E401,E401
,,E402,مضاف غذائي E402,E402
,,E403,مضاف غذائي E403,E403
,,E404,مضاف غذائي E404,E404
,,E405,مضاف غذائي E405,E405
,,E406,مضاف غذائي E406,E406
,,E407,مضاف غذائي E407,E407
,,E407a,مضاف غذائي E407a,E407a
,,E410,مضاف غذائي E410,E410
,,E412,مضاف غذائي E412,E412
,,E413,مضاف غذائي E413,E413
,,E414,مضاف غذائي E414,E414
,,E415,مضاف غذائي E415,E415
,,E416,مضاف غذائي E416,E416
,,E417,مضاف غذائي E417,E417
,,E418,مضاف غذائي E418,E418
,,E420i,مضاف غذائي E420i,E420i
,,E420ii,مضاف غذائي E420ii,E420ii
,,E421,مضاف غذائي E421,E421
,,E422,مضاف غذائي E422,E422
,,E423,مضاف غذائي E423,E423
,,E425,مضاف غذائي E425,E425
,,E426,مضاف غذائي E426,E426
,,E427,مضاف غذائي E427,E427
,,E431,مضاف غذائي E431,E431
,,E432,مضاف غذائي E432,E432
,,E433,مضاف غذائي E433,E433
,,E434,مضاف غذائي E434,E434
,,E435,مضاف غذائي E435,E435
,,E436,مضاف غذائي E436,E436
,,E440,مضاف غذائي E440,E440
,,E442,مضاف غذائي E442,E442
,,E444,مضاف غذائي E444,E444
,,E445,مضاف غذائي E445,E445
,,E450,مضاف غذائي E450,E450
,,E451,مضاف غذائي E451,E451
,,E452,مضاف غذائي E452,E452
,,E459,مضاف غذائي E459,E459
,,E460,مضاف غذائي E460,E460
,,E461,مضاف غذائي E461,E461
,,E462,مضاف غذائي E462,E462
,,E463,مضاف غذائي E463,E463
,,E464,مضاف غذائي E464,E464
,,E465,مضاف غذائي E465,E465
,,E466,مضاف غذائي E466,E466
,,E468,مضاف غذائي E468,E468
,,E469,مضاف غذائي E469,E469
,,E470a,مضاف غذائي E470a,E470a
,,E470b,مضاف غذائي E470b,E470b
,,E471,مضاف غذائي E471,E471
,,E472a,مضاف غذائي E472a,E472a
,,E472b,مضاف غذائي E472b,E472b
,,E472c,مضاف غذائي E472c,E472c
,,E472d,مضاف غذائي E472d,E472d
,,E472e,مضاف غذائي E472e,E472e
,,E472f,مضاف غذائي E472f,E472f
,,E473,مضاف غذائي E473,E473
,,E474,مضاف غذائي E474,E474
,,E475,مضاف غذائي E475,E475
,,E476,مضاف غذائي E476,E476
,,E477,مضاف غذائي E477,E477
,,E479b,مضاف غذائي E479b,E479b
,,E481,مضاف غذائي E481,E481
,,E482,مضاف غذائي E482,E482
,,E483,مضاف غذائي E483,E483
,,E491,مضاف غذائي E491,E491
,,E492,مضاف غذائي E492,E492
,,E493,مضاف غذائي E493,E493
,,E494,مضاف غذائي E494,E494
,,E495,مضاف غذائي E495,E495
,,E499,مضاف غذائي E499,E499
,,E500,مضاف غذائي E500,E500
,,E501,مضاف غذائي E501,E501
,,E503,مضاف غذائي E503,E503
,,E504,مضاف غذائي E504,E504
,,E507,مضاف غذائي E507,E507
,,E508,مضاف غذائي E508,E508
,,E509,مضاف غذائي E509,E509
,,E511,مضاف غذائي E511,E511
,,E512,مضاف غذائي E512,E512
,,E513,مضاف غذائي E513,E513
,,E514,مضاف غذائي E514,E514
,,E515,مضاف غذائي E515,E515
,,E516,مضاف غذائي E516,E516
,,E517,مضاف غذائي E517,E517
,,E520,مضاف غذائي E520,E520
,,E521,مضاف غذائي E521,E521
,,E522,مضاف غذائي E522,E522
,,E523,مضاف غذائي E523,E523
,,E524,مضاف غذائي E524,E524
,,E525,مضاف غذائي E525,E525
,,E526,مضاف غذائي E526,E526
,,E527,مضاف غذائي E527,E527
,,E528,مضاف غذائي E528,E528
,,E529,مضاف غذائي E529,E529
,,E530,مضاف غذائي E530,E530
,,E535,مضاف غذائي E535,E535
,,E536,مضاف غذائي E536,E536
,,E538,مضاف غذائي E538,E538
,,E541,مضاف غذائي E541,E541
,,E551,مضاف غذائي E551,E551
,,E552,مضاف غذائي E552,E552
,,E553ai,مضاف غذائي E553ai,E553ai
,,E553aii,مضاف غذائي E553aii,E553aii
,,E553b,مضاف غذائي E553b,E553b
,,E554,مضاف غذائي E554,E554
,,E555,مضاف غذائي E555,E555
,,E556,مضاف غذائي E556,E556
,,E559,مضاف غذائي E559,E559
,,E570,مضاف غذائي E570,E570
,,E574,مضاف غذائي E574,E574
,,E575,مضاف غذائي E575,E575
,,E576,مضاف غذائي E576,E576
,,E577,مضاف غذائي E577,E577
,,E578,مضاف غذائي E578,E578
,,E579,مضاف غذائي E579,E579
,,E585,مضاف غذائي E585,E585
,,E586,مضاف غذائي E586,E586
,,E620,مضاف غذائي E620,E620
,,E621,مضاف غذائي E621,E621
,,E622,مضاف غذائي E622,E622
,,E623,مضاف غذائي E623,E623
,,E624,مضاف غذائي E624,E624
,,E625,مضاف غذائي E625,E625
,,E626,مضاف غذائي E626,E626
,,E627,مضاف غذائي E627,E627
,,E628,مضاف غذائي E628,E628
,,E629,مضاف غذائي E629,E629
,,E630,مضاف غذائي E630,E630
,,E631,مضاف غذائي E631,E631
,,E632,مضاف غذائي E632,E632
,,E633,مضاف غذائي E633,E633
,,E634,مضاف غذائي E634,E634
,,E635,مضاف غذائي E635,E635
,,E640,مضاف غذائي E640,E640
,,E641,مضاف غذائي E641,E641
,,E650,مضاف غذائي E650,E650
,,E900,مضاف غذائي E900,E900
,,E901,مضاف غذائي E901,E901
,,E902,مضاف غذائي E902,E902
,,E903,مضاف غذائي E903,E903
,,E904,مضاف غذائي E904,E904
,,E905,مضاف غذائي E905,E905
,,E907,مضاف غذائي E907,E907
,,E914,مضاف غذائي E914,E914
,,E920,مضاف غذائي E920,E920
,,E927b,مضاف غذائي E927b,E927b
,,E938,مضاف غذائي E938,E938
,,E939,مضاف غذائي E939,E939
,,E941,مضاف غذائي E941,E941
,,E942,مضاف غذائي E942,E942
,,E943a,مضاف غذائي E943a,E943a
,,E943b,مضاف غذائي E943b,E943b
,,E944,مضاف غذائي E944,E944
,,E948,مضاف غذائي E948,E948
,,E949,مضاف غذائي E949,E949
,,E950,مضاف غذائي E950,E950
,,E951,مضاف غذائي E951,E951
,,E952,مضاف غذائي E952,E952
,,E953,مضاف غذائي E953,E953
,,E954,مضاف غذائي E954,E954
,,E955,مضاف غذائي E955,E955
,,E957,مضاف غذائي E957,E957
,,E959,مضاف غذائي E959,E959
,,E960,مضاف غذائي E960,E960
,,E961,مضاف غذائي E961,E961
,,E962,مضاف غذائي E962,E962
,,E964,مضاف غذائي E964,E964
,,E965i,مضاف غذائي E965i,E965i
,,E965ii,مضاف غذائي E965ii,E965ii
,,E966,مضاف غذائي E966,E966
,,E967,مضاف غذائي E967,E967
,,E968,مضاف غذائي E968,E968
,,E969,مضاف غذائي E969,E969
,,E999,مضاف غذائي E999,E999
,,Achiote Seed,مطهر البذور,Graine d'achiote
,,Cured,معالج,Salé
,,Anticaking Agents and Free-Flow Agents (),معامل مانع للتعجين,Anti-agglomérants et agents d'écoulement libre
,,Almond Paste,معجون اللوز,Pate d'amande
,,Coconut paste,معجون جوز الهند,Pâte de noix de coco
,,Busiate,معكرونة بوسياتي,Busiate
,,Busiati,معكرونة بوسياتي,Busiati
,,Bucatini,معكرونة بوكاتيني,Bucatini
,,Bigoli,معكرونة بيغولي,Bigoli
,,Anelli,معكرونة دائرية,Anelli
,,Anellini,معكرونة دائرية,Anellini
,,Ditali,معكرونة ديتاليني,Ditali
,,Ziti,معكرونة زيتي,Ziti
,,Cencioni,معكرونة سيسيوني,Cencioni
,,Caccavelle,معكرونة كاتشافيل,Caccavelle
,,Corzetti,معكرونة كورزيتي,Corzetti
,,Conchiglie,معكرونة كونكيليه,Conchiglie
,,Conchigliette,معكرونة كونكيليه,Conchigliette
,,Conchiglioni,معكرونة كونكيليه,Conchiglioni
,,Conchiglle,معكرونة كونكيليه,Conchiglle
,,Donderet,معكرونة محلية,Donderet
,,Agnolotti,معكرونة مربعة محشوة,Agnolotti
,,Canned,معلب,En conserve
,,Allergen Information:,معلومات عن الحساسية,Information sur les allergènes
,,American Muffin,مفن أمريكي,Muffin américain
,,American Muffins,مفن أمريكي,Muffins américain
,,Breakfast Muffin,مفنية صباحية,Muffin anglais
,,Brown rice crisp,مقرمشات الأرز البني,Riz brun croustillant
,,Crunchie,مقرمشة,Crunchie
,,Diced,مقطع على شكل مكعبات,En dés
,,Deep-fried,مقلي,Frit
,,Fried,مقلي,Frit
,,Dough Strengtheners,مقوي عجينة,Raffermisseurs de pâte
,,Crunchy Nut,مكسرات مقرمشة,Noix croquante
,,Broth Cube,مكعب المرق,Cube de bouillon
,,Bouillon Cube,مكعب مرقة,Bouillon de cube
,,Beef Bouillon Cube,مكعبات لحم البقر,Cube de bouillon debœuf
,,Chicken Bouillon Cube,مكعبات مرقة الدجاج,Cube de bouillon de poulet
,,Chicken Stock Cube,مكعبات مرقة الدجاج,Cube de bouillon de poulet
,,Baker’s Yeast Supplement,مكملات خميرة الخَبز,Supplément de levure de boulanger
,,Candied,ملبس,Confit
,,Ammonium Acetate,ملح,Acétate d'ammonium
,,Ammonium Adipates,ملح E359,Adipates d'ammonium
,,Celery Salt,ملح الكرفس,Sel de céleri
,,Epsom Salt,ملح إنجليزي,Sel d'Epsom
,,Black Salt,ملح أسود,Sel noir
,,Ammonium Alginate,ملح ألجنات الأمونيوم,Alginate d'ammonium
,,Ammonium alginate,ملح ألجنات الأمونيوم,Alginate d'ammonium
,,Curing Salt,ملح معالِج,Sel de traitement
,,Bok Choy,ملفوف صيني,Bok Choy
,,Abietic Acid,ملمع,Acide abiétique
,,Anthocyanins,ملون نباتي,Anthocyanes
,,Anthocyanins,ملون نباتي,Anthocyanes
,,from,من,A partir de
,,From Concentrate,من التركيز,A partir de concentré
,,Cultured Dairy Products,منتجات الألبان مخمرة,Produits laitiers de culture
,,Cultured Milk Products,منتجات الحليب المخمرة,Produits laitiers de culture
,,Acidity Regulators,منظم الحمض,Régulateurs d'acidité
,,Ammonium Muriate,منقح حمى الحليب,Ammonium Muriate
,,Alitame,منكه سكر غير حلو,Alitame
,,Alkaline Treated Starch,منكه سكر غير حلو,Amidon traité alcalin
,,Artificial Flavors (),منكهات صناعية,Arômes artificiels
,,Artificial Flavours (),منكهات صناعية,Arômes artificiels
,,Fruit Squash,مهروس الفاكهة,Courge aux fruits
,,Banana Squash,مهروس الموز,Courge banane
,,Acorn Squash,مهروس جوز البلوط,Courge poivrée
,,Digestive,مهضوم,Digestif
,,Blancmange,مهلبية,Blanc-manger
,,Allergens: Contains,مواد مسببة للحسسية: تحتوي على,Allergènes: contient
,,Banana,موزة,Banane
,,Chocolate Mousse,موس الشوكولاته,Mousse au chocolat
,,Barley Water,مياه الشعير,Boisson orgée
,,Coconut Water,مياه جوز الهند,Eau de noix de coco
,,Beer,مياه شعيرية,Bière
,,Carbonated Water,مياه غازية,Eau gazeuse
,,3-Methylthiopropionaldehyde,ميثيلثيوبربيو ألدهايد,Méthylthiopropionaldéhyde-3
,,Carriers / Carrier Solvents (),ناقلات / مذيبات الناقل (),Solvants de support
,,Ethyl Nonanoate,نانونيت الأثيل,Nonanoate d'éthyle
,,Burdock,نبات الأرقطيون,Bardane
,,Burdock Plant,نبات الأرقطيون,Plant de bardane
,,Angelica,نبات الأنجيليكا,Angélique
,,Barberry,نبات البرباريس,épine-vinette
,,Ginseng,نبات الجينسنغ,Ginseng
,,Elderberry,نبات الخمان,Sureau
,,Arrowroot,نبات الطاعة / جذور الأروروت,Marante
,,Arrowroot Plant,نبات الطاعة / جذور الأروروت,Plante de marante
,,Bay Laurel,نبات الغار,Feuille de laurier
,,Echinacea,نبات القنفذية,Échinacée
,,Devil's Claw,نبات الكُلَّاب,Griffes du diable
,,Dandelion Leaf,نبات الهندباء,Feuille de pissenlit
,,Calamus,نبات الوج,Calamus
,,Annatto,نبات يستخدم في تلوين الطعام,Annatto
,,Barley Wine,نبيذ الشعير,Vin d'orge
,,Fruit Wine,نبيذ الفاكهة,Vin de fruits
,,Cherry Wine,نبيذ الكرز,Vin de cerise
,,Coyol Wine,نبيذ كويول,Vin de coyol
,,Copper,نحاس,Cuivre
,,Bran,نخالة,Son de blé
,,Corn Bran,نخالة الذرة,Son de maïs
,,Acai Palm,نخل الأساي,Euterpe oleracea
,,Acetylated Starch,نشا الأستيل,Amidon acétylé
,,Acetylated starch - Starch acetate,نشا الأستيل,Amidon acétylé - Acétate d'amidon
,,Cornstarch,نشا الذرة,Fécule de maïs
,,Acid-Modified Corn Starch,نشا ذرة معدل,Amidon de maïs modifié à l'acide
,,Acid Treated Starch,نشا محمض,Amidon traité à l'acide
,,Enzyme Treated Starch,نشا معالج بالإينزيمات,Amidon traité aux enzymes
,,Acetylated Oxidised Starch,نشا مؤكسد بالأستيل,Amidon oxydé acétylé
,,Acetylated oxidised starch,نشا مؤكسد بالأستيل,Amidon oxydé acétylé
,,Corn Starch,نشاء الذرة,Fécule de maïs
,,"Cornstarch, Oxidized",نشاء الذرة ، مأكسد,Fécule de maïs oxydée
,,"Cornstarch, Acid-Modified",نشاء الذرة ، معدلة الحموضة,Fécule de maïs modifiée à l'acide
,,Bleached Starch,نشاء أبيض,Amidon blanchi
,,Droewors,نقاق جنوب أفريقية,Droewors
,,Frankfurter Sausage,نقاق على الطريقة الفرانكفورتية,Saucisses de Francfort
,,Artificial Flavorings (),نكهات صناعية,Arômes artificiels
,,Artificial Flavourings (),نكهات صناعية,Arômes artificiels
,,ANT,نملة,Antioxidants
,,Corn Kernel,نواة الذرة,Grain de mais
,,Anions,نواة سالبة,Anions
,,Egg noodles,نودلز البيض,Nouilles aux œufs
,,Cellophane Noodles,نودلز السيلوفان,Nouilles cellophane
,,Bakmi,نودلز باكمي الإندونيسية باللحم,Bakmi
,,Bakmi Noodles,نودلز باكمي الإندونيسية باللحم,Nouilles bakmi
,,Banh Da Noodles,نودلز بان دا,Nouilles Banh Da
,,Banh Pho Noodles,نودلز بان فو,Nouilles Banh Pho
,,Banh Canh Noodles,نودلز بان كان,Nouilles Banh Canh
,,Biangbiang Noodles,نودلز بيانغ بيانغ,Nouilles biáng biáng
,,Enriched egg noodles (),نودلز بيض معزز,Nouilles aux œufs enrichies
,,Daoxiao Noodles,نودلز داو زياو,Daoxiao Noodles
,,Chinkiang Pot Cover Noodles,نودلز شينكيانج,Nouilles Chinkiang Pot Cover
,,Dragon Beard Noodles,نودلز صينية,Nouilles barbe de dragon
,,Cheonsachae,نودلز كورية,Cheonsachae
,,Cheonsache Noodles,نودلز كورية,Nouilles Cheonsache
,,Dotori Guksu,نودلز كورية من الذرة,Dotori Guksu
,,Cumian Noodles,نودلز كوميان,Nouilles Cumian
,,Frozen Noodles,نودلز مثلج,Nouilles congelées
,,Cooked Noodles,نودلز مطبوخة,Nouilles Cuites
,,Fried Noodles,نودلز مقلية,Nouilles frites
,,Aluminium Nicotinate,نيكوتينات الألومونيوم,Nicotinate d'aluminium
,,2-hydroxybiphenyl,هايدروزيبيفينيل,Hydroxybiphényle-2
,,Ammonium Hydroxide,هايدروكسيد الأمونيون,Hydroxyde d'ammonium
,,Ammonium hydroxide,هايدروكسيد الأمونيون,Hydroxyde d'ammonium
,,Hobnobs,هوب نوبس,Hobnobs
,,Calcium Hydrate,هيدرات الكالسيوم,Hydrate de calcium
,,Calcium hydroxide,هيدروكسيد الكالسيوم,Hydroxyde de calcium
,,Calcium Hydroxide,هيدروكسيد الكالسيوم,Hydroxyde de calcium
,,4-Hexylresorcinol,هيكسيلريزورسينول,4-hexylrésorcinol
,,Cardamom,هيل,Cardamome
,,Cardamon,هيل,Cardamome
,,Cardamum,هيل,Cardamum
,,Black Cardamom,هيل أسود,Cardamome noire
,,and,و,et
,,and/or,و/أو,et/ou
,,and other,والآخرين,et autre
,,Almond Meal,وجبة لوز,Plat aux amandes
,,Bay Leaf,ورق الغار,Feuille de laurier
,,Bayleaves,ورق الغار,Feuilles de laurier
,,Avocado Leaf,ورقة أفوكادو,Feuille d'avocat
,,Domestic Goose,وز محلية,Oie domestique
,,Buckwheat Whiskey,ويسكي الحنطة السوداء,Whisky de sarrasin
,,Alabama Whiskey,ويسكي ألاباما,Whisky de l'Alabama
,,American Whiskey,ويسكي أمريكي,Whisky américain
,,Bourbon Whiskey,ويسكي بوربون,Whisky Bourbon
,,Canadian Whisky,ويسكي كندي,Whisky canadien
,,Anise,يانسون,Anis
,,Aniseed,يانسون,Graine d'anis
,,Contains,يحتوي على,Contient
,,Contains per Gram,يحتوي على ـــــ في كل غرام,Contient par gramme
,,Contains per Gramme,يحتوي على ـــــ في كل غرام,Contient par gramme
,,Contains 2% or less of,يحتوي على 2 ٪ أو أقل من,Contient 2% ou moins de
,,Contains less than 2% of:,يحتوي على أقل من 2 ٪ من:,Contient moins de 2% de
,,Contains a source of Phenylalanine,يحتوي على مصدر للفينيل ألانين,Contient une source de phénylalanine
,,Contains:,يحتوي على:,Contient:
,,"Cicely, Sweet",يقدونس إفرنجي ، حلو,"Cicely, Doux"
,,Calcium Iodate,يودات الكالسيوم,Iodate de calcium
,,Yuca,يوكا,Yuca
